ID;Pessoa;Nome;Telefone;Email;Cep;Endereço;Número do Endereço;Complemento;Bairro;Cidade;UF;Titular;Substituto 1 Nome;Substituto 1 Início;Substituto 1 Fim;Substituto 2 Nome;Substituto 2 Início;Substituto 2 Fim;Substituto 3 Nome;Substituto 3 Início;Substituto 3 Fim;Substituto 4 Nome;Substituto 4 Início;Substituto 4 Fim;Substituto 5 Nome;Substituto 5 Início;Substituto 5 Fim;Substituto 6 Nome;Substituto 6 Início;Substituto 6 Fim;Substituto 7 Nome;Substituto 7 Início;Substituto 7 Fim;Substituto 8 Nome;Substituto 8 Início;Substituto 8 Fim;Substituto 9 Nome;Substituto 9 Início;Substituto 9 Fim;Substituto 10 Nome;Substituto 10 Início;Substituto 10 Fim;Designado 1 Nome;Designado 1 Início;Designado 1 Fim;Designado 2 Nome;Designado 2 Início;Designado 2 Fim;Designado 3 Nome;Designado 3 Início;Designado 3 Fim;Designado 4 Nome;Designado 4 Início;Designado 4 Fim;Designado 5 Nome;Designado 5 Início;Designado 5 Fim;Designado 6 Nome;Designado 6 Início;Designado 6 Fim;Designado 7 Nome;Designado 7 Início;Designado 7 Fim
121;J;Juízo de Direito de Campo do Brito;(79) 3444-3600;campo.brito@tjse.jus.br;;Rua Gabriel de Lima;s/n;;Centro;Aracaju;SE;SER GIO MENEZES LUCAS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
85;J;Juízo de Direito de Carmópolis - Distrito Judiciário de Rosário do Catete;;rosario.catete@tjse.jus.br;49740000;Rua José Amado Alves;420;;Trapiá I;Carmópolis;SE;SER GIO MENEZES LUCAS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
115;J;Juízo de Direito de Laranjeiras – Distrito Judiciário de Areia Branca;;areiabranca@tjse.jus.br;49580000;Largo Manoel do Prado Franco;s/n;;Centro;Areia Branca;SE;SER GIO MENEZES LUCAS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
81;J;Juízo de Direito de Riachão do Dantas;;;49320000;Rod. Riachão-Lagarto;s/n;;Centro;Riachão do Dantas;SE;SER GIO MENEZES LUCAS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
80;J;Juízo de Direito de Riachão do Dantas;(79) 3643-1241;riachao.dantas@tjse.jus.br;49320000;Rod. Riachão-Lagarto;s/n;;Centro;Riachão do Dantas;SE;SER GIO MENEZES LUCAS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
156;J;Vara Cível de Carira;(79) 3445-1518;carira@tjse.jus.br;49550000;Av. Aroaldo Chagas;s/n;;Centro;Carira;SE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ALINE REIS FONSECA SO ARES;08/08/2025;30/09/2025;;;;;;;;;;;;;;;;;;
154;J;Vara cível de Itabaianinha;(79) 3544-1100;itabaianinha@tjse.jus.br;49290000;Rua Francisco Severo;228;;Centro;Itabaianinha;SE;CARL OS RODRIGO DE MORAES LISBO A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
220;J;Vara Cível de Monte Alegre;;montealegre@tjse.jus.br;;Praça Deputado Passos Porto;;;Centro;Monte Alegre de Sergipe;SE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ALINE REIS FONSECA SO ARES;08/08/2025;30/09/2025;;;;;;;;;;;;;;;;;;
111;J;Vara Cível e Criminal de Aquidabã;(79) 3341-1359;aquidaba@tjse.jus.br;49790000;rua Eduardo Chaves;93;;Centro;Aquidabã;SE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ALINE REIS FONSECA SO ARES;08/08/2025;30/09/2025;;;;;;;;;;;;;;;;;;
118;J;Vara Cível e Criminal de Canindé;(79) 3346-9600;caninde@tjse.jus.br;49820000;Praça Padre Cicero;s/n;;Centro;Canindé de São Francisco;SE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ALINE REIS FONSECA SO ARES;08/08/2025;30/09/2025;;;;;;;;;;;;;;;;;;
195;J;Vara Criminal de Estância;(79) 3522-2021;criminal.estancia@tjse.jus.br;;Av. Tenente Eloy;470;Fórum Ministro Heitor Souza Souza;Centro;Estância;SE;ANT ONIO CARL OS DE SOUZA MAR TINS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
385;J;Vara de Gararu;(79) 3354-8500;gararu@tjse.jus.br;49830000;Avenida Presidente Costa e Silva;s/n;;Comarca;Gararu;SE;SER GIO MENEZES LUCAS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
451;J;Vara de Poço Verde;(79) 3226-3100;pocoverde@tjse.jus.br;;Av. São José;s/n;;Centro;Poço Verde;SE;OL GA SIL VA BARRET O;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
89;J;Vara de Poço Redondo;(79) 3226-3100;pocoredondo@tjse.jus.br;49810000;Av. Alcino Alves Costa;983;Centro;;Poço Redondo;SE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ALINE REIS FONSECA SO ARES;08/08/2025;30/09/2025;;;;;;;;;;;;;;;;;;
484;J;Vara do Trabalho de Maruim/SE;;;;Rua Santa Luzia;s/n;;;Maruim;SE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ALINE REIS FONSECA SO ARES;08/08/2025;30/09/2025;;;;;;;;;;;;;;;;;;
